Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Chile,CHL,2001,1683.0,0.0,0.007,21.68
Chile,CHL,2002,1781.0,0.0,0.007,23187.0
Chile,CHL,2003,1695.0,0.0,0.007,22603.0
Chile,CHL,2004,2031.0,0.0,0.005,20969337.0
Chile,CHL,2005,1.79,0.0,0.007,255755.0
Chile,CHL,2006,1431.0,0.0,0.007,2821505.0
Chile,CHL,2007,2696.0,0.0,0.0112,2233486.0
Chile,CHL,2008,35882213.0,0.0,0.03812314,24266146.0
Chile,CHL,2009,3391682.0,0.0,0.07901422,2517931.0
Chile,CHL,2010,34124773.0,0.0,0.325326,21759474.0
Chile,CHL,2011,4314426.0,0.0,0.33759564,20510006.0
Chile,CHL,2012,59831734.0,0.00034039,0.40838745,20162024.0
Chile,CHL,2013,6896006.0,0.00675656,0.5450756,19907211.0
Chile,CHL,2014,4989873.0,0.458713,14431201.0,23045078.0
Chile,CHL,2015,55661297.0,13601003.0,2114648.0,23621508.0
Chile,CHL,2016,6722216.0,25502636.0,24518394.0,19690727.0
Chile,CHL,2017,74493103.0,38959484.0,36255593.0,21325731.0
Chile,CHL,2018,9157252.0,5118721.0,35878947.0,2336677.0
Chile,CHL,2019,954655.0,6300226.0,4895221.0,21440327.0
Chile,CHL,2020,8741824.0,76148434.0,56023026.0,21720932.0
Chile,CHL,2021,84537115.0,10596327.0,9481755.0,16532999.0
Colombia,COL,1965,0.0,0.0,0.0,35439494.0
Colombia,COL,1966,0.0,0.0,0.0,39372194.0
Colombia,COL,1967,0.0,0.0,0.0,43892536.0
Colombia,COL,1968,0.0,0.0,0.0,48910117.0
Colombia,COL,1969,0.0,0.0,0.0,54379735.0
Colombia,COL,1970,0.0,0.0,0.0,605274.0
Colombia,COL,1971,0.0,0.0,0.0,64234085.0
Colombia,COL,1972,0.0,0.0,0.0,7115021.0
Colombia,COL,1973,0.0,0.0,0.0,77433486.0
Colombia,COL,1974,0.0,0.0,0.0,87920685.0
Colombia,COL,1975,0.189,0.0,0.0,97323.0
Colombia,COL,1976,0.202,0.0,0.0,1022642.0
Colombia,COL,1977,0.192,0.0,0.0,10451812.0
Colombia,COL,1978,0.206,0.0,0.0,1207144.0
Colombia,COL,1979,0.216,0.0,0.0,132593.0
Colombia,COL,1980,0.227,0.0,0.0,1444702.0
Colombia,COL,1981,0.212,0.0,0.0,1426534.0
Colombia,COL,1982,0.231,0.0,0.0,15238536.0
Colombia,COL,1983,0.234,0.0,0.0,15365776.0
Colombia,COL,1984,0.255,0.0,0.0,1714022.0
Colombia,COL,1985,0.267,0.0,0.0,18440771.0
Colombia,COL,1986,0.266,0.0,0.0,21332952.0
Colombia,COL,1987,0.268,0.0,0.0,2324756.0
Colombia,COL,1988,0.274,0.0,0.0,245194.0
Colombia,COL,1989,0.274,0.0,0.0,2678212.0
Colombia,COL,1990,0.274,0.0,0.0,27495852.0
Colombia,COL,1991,0.269,0.0,0.0,2772608.0
Colombia,COL,1992,0.34,0.0,0.0,22280584.0
Colombia,COL,1993,0.389,0.0,0.0,27856392.0
Colombia,COL,1994,0.444,0.0,0.0,3205839.0
Colombia,COL,1995,0.477,0.0,0.0,319894.0
Colombia,COL,1996,0.496,0.0,0.0,35287624.0
Colombia,COL,1997,0.483,0.0,0.0,3147576.0
Colombia,COL,1998,0.532,0.0,0.0,30781685.0
Colombia,COL,1999,0.457,0.0,0.0,33700657.0
Colombia,COL,2000,0.496,0.001835014,0.0,30815718.0
Colombia,COL,2001,0.496,0.00266875,0.0,31632658.0
Colombia,COL,2002,0.491,0.00465125,0.0,33968037.0
Colombia,COL,2003,0.495,0.006405,0.0,3617636.0
Colombia,COL,2004,0.467,0.007951726,0.05199,3833006.0
Colombia,COL,2005,0.503,0.00953125,0.04948,39220886.0
Colombia,COL,2006,0.5197261,0.0,0.06298139,4255789.0
Colombia,COL,2007,0.5071364,0.0,0.049890976,4424198.0
Colombia,COL,2008,0.50934935,0.0,0.053918168,4616088.0
Colombia,COL,2009,10032873.0,0.0,0.057707813,40837364.0
Colombia,COL,2010,11099824.0,0.0,0.03856992,4055746.0
Colombia,COL,2011,13783877.0,0.0,0.041271944,4842748.0
Colombia,COL,2012,14760586.0,0.0,0.05485471,4758171.0
Colombia,COL,2013,13464338.0,0.0,0.057624802,4436279.0
Colombia,COL,2014,1728923.0,0.0,0.0702303,44741962.0
Colombia,COL,2015,18229002.0,0.0,0.06837745,44681904.0
Colombia,COL,2016,19938043.0,0.0,0.050887343,46787926.0
Colombia,COL,2017,19912593.0,0.005,0.003071419,5732773.0
Colombia,COL,2018,21187904.0,0.012,0.04344,5665124.0
Colombia,COL,2019,24441278.0,0.13206,0.06332,54437.0
Colombia,COL,2020,2820657.0,0.1908,0.01012,4983735.0
Colombia,COL,2021,28208168.0,0.31732163,0.059852246,59858196.0
Ecuador,ECU,1965,0.0,0.0,0.0,0.249
Ecuador,ECU,1966,0.0,0.0,0.0,0.285
Ecuador,ECU,1967,0.0,0.0,0.0,0.314
Ecuador,ECU,1968,0.0,0.0,0.0,0.328
Ecuador,ECU,1969,0.0,0.0,0.0,0.364
Ecuador,ECU,1970,0.0,0.0,0.0,0.405
Ecuador,ECU,1971,0.0,0.0,0.0,0.44
Ecuador,ECU,1972,0.0,0.0,0.0,0.445
Ecuador,ECU,1973,0.0,0.0,0.0,0.435
Ecuador,ECU,1974,0.0,0.0,0.0,0.5
Ecuador,ECU,1975,0.0,0.0,0.0,0.628
Ecuador,ECU,1976,0.0,0.0,0.0,0.605
Ecuador,ECU,1977,0.0,0.0,0.0,0.558
Ecuador,ECU,1978,0.0,0.0,0.0,0.791
Ecuador,ECU,1979,0.0,0.0,0.0,0.709
Ecuador,ECU,1980,0.0,0.0,0.0,0.872
Ecuador,ECU,1981,0.0,0.0,0.0,0.779
Ecuador,ECU,1982,0.0,0.0,0.0,0.895
Ecuador,ECU,1983,0.0,0.0,0.0,1721.0
Ecuador,ECU,1984,0.0,0.0,0.0,3233.0
Ecuador,ECU,1985,0.0,0.0,0.0,3279.0
Ecuador,ECU,1986,0.0,0.0,0.0,4012.0
Ecuador,ECU,1987,0.0,0.0,0.0,4.57
Ecuador,ECU,1988,0.0,0.0,0.0,4826.0
Ecuador,ECU,1989,0.0,0.0,0.0,4954.0
Ecuador,ECU,1990,0.0,0.0,0.0,49866877.0
Ecuador,ECU,1991,0.0,0.0,0.0,5075921.0
Ecuador,ECU,1992,0.0,0.0,0.0,4973581.0
Ecuador,ECU,1993,0.0,0.0,0.0,58101373.0
Ecuador,ECU,1994,0.0,0.0,0.0,65652776.0
Ecuador,ECU,1995,0.0,0.0,0.0,5160551.0
Ecuador,ECU,1996,0.0,0.0,0.0,63434153.0
Ecuador,ECU,1997,0.0,0.0,0.0,65341773.0
Ecuador,ECU,1998,0.0,0.0,0.0,65060954.0
Ecuador,ECU,1999,0.0,0.0,0.0,7176726.0
Ecuador,ECU,2000,0.0,0.0,0.0,76112313.0
Ecuador,ECU,2001,0.0,0.0,0.0,70706525.0
Ecuador,ECU,2002,0.0,0.0,0.0,7524256.0
Ecuador,ECU,2003,0.0,0.0,0.0,7180417.0
Ecuador,ECU,2004,0.00324057,0.0,0.0,74116993.0
Ecuador,ECU,2005,0.102856286,1.24e-05,0.0,68826394.0
Ecuador,ECU,2006,0.14555573,1.4875e-05,0.0,7129493.0
Ecuador,ECU,2007,0.21875276,1.8162e-05,0.000962135,9037655.0
Ecuador,ECU,2008,0.20832446,2.6687e-05,0.002682461,11293333.0
Ecuador,ECU,2009,0.2165198,7.88e-06,0.003204417,9225408.0
Ecuador,ECU,2010,0.23556188,0.0,0.00343485,8636401.0
Ecuador,ECU,2011,0.27820036,5.812e-05,0.00334467,11133088.0
Ecuador,ECU,2012,0.29635325,0.00032566,0.002398368,12237723.0
Ecuador,ECU,2013,0.29578793,0.003663607,0.056702975,11038825.0
Ecuador,ECU,2014,0.3994712,0.016482696,0.07974247,11457895.0
Ecuador,ECU,2015,0.40775105,0.036057927,0.098806314,1309627.0
Ecuador,ECU,2016,0.4897965,0.038754817,0.08395875,15833842.0
Ecuador,ECU,2017,0.43085,0.03748,0.0734,2008861.0
Ecuador,ECU,2018,0.42796764,0.038079325,0.08025777,20678001.0
Ecuador,ECU,2019,0.45472345,0.16645227,0.085526936,24664263.0
Ecuador,ECU,2020,0.47058,0.03776,0.0771,2433326.0
Ecuador,ECU,2021,0.41493,0.03687,0.06201,2557461.0
Mexico,MEX,1965,0.0,0.0,0.0,8863.0
Mexico,MEX,1966,0.0,0.0,0.0,10118.0
Mexico,MEX,1967,0.0,0.0,0.0,11017.0
Mexico,MEX,1968,0.0,0.0,0.0,12642.0
Mexico,MEX,1969,0.0,0.0,0.0,13406.0
Mexico,MEX,1970,0.0,0.0,0.0,15005.0
Mexico,MEX,1971,0.0,0.0,0.0,14572.0
Mexico,MEX,1972,0.0,0.0,0.0,15531.0
Mexico,MEX,1973,0.161,0.0,0.0,16371.0
Mexico,MEX,1974,0.463,0.0,0.0,16708.0
Mexico,MEX,1975,0.518,0.0,0.0,15182.0
Mexico,MEX,1976,0.579,0.0,0.0,17255.0
Mexico,MEX,1977,0.592,0.0,0.0,19193.0
Mexico,MEX,1978,0.598,0.0,0.0,16217.0
Mexico,MEX,1979,1019.0,0.0,0.0,18008.0
Mexico,MEX,1980,0.915,0.0,0.0,16.91
Mexico,MEX,1981,0.964,0.0,0.0,24618.0
Mexico,MEX,1982,1296.0,0.0,0.0,22924.0
Mexico,MEX,1983,1353.0,0.0,0.0,20733.0
Mexico,MEX,1984,1424.0,0.0,0.0,23603.0
Mexico,MEX,1985,1641.0,0.0,0.0,28427292.0
Mexico,MEX,1986,3394.0,0.0,0.0,212975.0
Mexico,MEX,1987,4418.0,0.0,0.0,19285194.0
Mexico,MEX,1988,4633.0,0.0,0.0,21836111.0
Mexico,MEX,1989,4675.0,0.0,0.0,25354195.0
Mexico,MEX,1990,5124.0,0.001,0.001,24480944.0
Mexico,MEX,1991,58325124.0,0.002,0.001,22625263.0
Mexico,MEX,1992,6365523.0,0.003,0.001,26813694.0
Mexico,MEX,1993,64997606.0,0.004,0.001,2665493.0
Mexico,MEX,1994,62185254.0,0.005,0.005,2027132.0
Mexico,MEX,1995,64144435.0,0.005,0.007,27598667.0
Mexico,MEX,1996,6184555.0,0.006,0.006,31336277.0
Mexico,MEX,1997,58832464.0,0.006,0.012,26362097.0
Mexico,MEX,1998,6138586.0,0.007,0.015,24592945.0
Mexico,MEX,1999,60600014.0,0.007,0.017,3271232.0
Mexico,MEX,2000,6358645.0,0.007,0.019,3307488.0
Mexico,MEX,2001,6247497.0,0.008,0.018,2843533.0
Mexico,MEX,2002,607106.0,0.008,0.021,2486159.0
Mexico,MEX,2003,69497128.0,0.008,0.019,19852205.0
Mexico,MEX,2004,7261834.0,0.009,0.02,25176394.0
Mexico,MEX,2005,8137519.0,0.009,0.019,27709446.0
Mexico,MEX,2006,74873867.0,0.01,0.045,30446474.0
Mexico,MEX,2007,8249913.0,0.009,0.248,27339674.0
Mexico,MEX,2008,7896158.0,0.019,0.255,39223907.0
Mexico,MEX,2009,7547069.0,0.027,0.59635276,26722006.0
Mexico,MEX,2010,74460497.0,0.031,12391111.0,3715799.0
Mexico,MEX,2011,73669243.0,0.041,16483214.0,3627042.0
Mexico,MEX,2012,67609353.0,0.069,36883104.0,31910688.0
Mexico,MEX,2013,7322261.0,0.106,4184544.0,28021322.0
Mexico,MEX,2014,71366343.0,0.221,64261966.0,3889277.0
Mexico,MEX,2015,7632154.0,0.2021975,8745094.0,3089154.0
Mexico,MEX,2016,76092916.0,0.25227612,10378095.0,30697353.0
Mexico,MEX,2017,8123817.0,11865062.0,106197815.0,31847656.0
Mexico,MEX,2018,7648148.0,3.18,13088611.0,32485554.0
Mexico,MEX,2019,7452208.0,7366667.0,16726667.0,23608055.0
Mexico,MEX,2020,70345683.0,9452778.0,1970226.0,26935242.0
Mexico,MEX,2021,69060345.0,11907885.0,2090211.0,34722054.0
Peru,PER,1965,0.0,0.0,0.0,2625.0
Peru,PER,1966,0.0,0.0,0.0,2827.0
Peru,PER,1967,0.0,0.0,0.0,3168.0
Peru,PER,1968,0.0,0.0,0.0,3.4
Peru,PER,1969,0.0,0.0,0.0,3701.0
Peru,PER,1970,0.0,0.0,0.0,3536.0
Peru,PER,1971,0.227,0.0,0.0,4286.0
Peru,PER,1972,0.227,0.0,0.0,4435.0
Peru,PER,1973,0.23,0.0,0.0,4769.0
Peru,PER,1974,0.266,0.0,0.0,5216.0
Peru,PER,1975,0.266,0.0,0.0,5467.0
Peru,PER,1976,0.245,0.0,0.0,5793.0
Peru,PER,1977,0.242,0.0,0.0,6025.0
Peru,PER,1978,0.215,0.0,0.0,6192.0
Peru,PER,1979,0.163,0.0,0.0,6703.0
Peru,PER,1980,0.085,0.0,0.0,7.01
Peru,PER,1981,0.076,0.0,0.0,7996.0
Peru,PER,1982,0.151,0.0,0.0,8396.0
Peru,PER,1983,0.145,0.0,0.0,8107.0
Peru,PER,1984,0.142,0.0,0.0,8703.0
Peru,PER,1985,0.169,0.0,0.0,9382.0
Peru,PER,1986,0.154,0.0,0.0,10.06
Peru,PER,1987,0.136,0.0,0.0,10878.0
Peru,PER,1988,0.136,0.0,0.0,10423.0
Peru,PER,1989,0.145,0.0,0.0,10507.0
Peru,PER,1990,0.136,0.0,0.0,10469.0
Peru,PER,1991,0.133,0.0,0.0,11492.0
Peru,PER,1992,0.133,0.0,0.0,9689.0
Peru,PER,1993,0.109,0.0,0.0,11799.0
Peru,PER,1994,0.119,0.0,0.0,12747.0
Peru,PER,1995,0.142,0.0,0.0,129376.0
Peru,PER,1996,0.137,0.0,0.0004,133236.0
Peru,PER,1997,0.154,0.0,0.0006,132145.0
Peru,PER,1998,0.126,0.0,0.0005,138083.0
Peru,PER,1999,0.139,0.0,0.0006,145406.0
Peru,PER,2000,0.158,0.0,0.0008,161761.0
Peru,PER,2001,0.163,0.0,0.0012,176148.0
Peru,PER,2002,0.186,0.0,0.0012,180401.0
Peru,PER,2003,0.196,0.0,0.0012,185337.0
Peru,PER,2004,0.153,0.0,0.0012,175253.0
Peru,PER,2005,0.348,0.0,0.0012,17977.0
Peru,PER,2006,0.348,0.0,0.0012,195943.0
Peru,PER,2007,0.417,0.0,0.0012,195488.0
Peru,PER,2008,0.46,0.0,0.0012,190596.0
Peru,PER,2009,0.46,0.0,0.0012,199038.0
Peru,PER,2010,0.673,0.0,0.0012,200521.0
Peru,PER,2011,0.675,0.0,0.0012,215573.0
Peru,PER,2012,0.668,0.0597,0.0012,220319.0
Peru,PER,2013,0.96,0.1969,0.0012,223196.0
Peru,PER,2014,1291.0,0.1993,0.2575,222107.0
Peru,PER,2015,0.907,0.23025534,0.5943741,23687063.0
Peru,PER,2016,0.31442258,0.241,1064.0,24136.0
Peru,PER,2017,0.43491,0.329723,1073432.0,29074512.0
Peru,PER,2018,0.491651,0.7967,15024.0,307374.0
Peru,PER,2019,0.45461112,0.8329,1655.0,314621.0
Peru,PER,2020,0.5103359,0.84927416,1814.0,30506.0
Peru,PER,2021,0.5788325,0.87547284,1802.0,31945.0
Venezuela,VEN,1965,0.0,0.0,0.0,1369.0
Venezuela,VEN,1966,0.0,0.0,0.0,1395.0
Venezuela,VEN,1967,0.0,0.0,0.0,1636.0
Venezuela,VEN,1968,0.0,0.0,0.0,2748.0
Venezuela,VEN,1969,0.0,0.0,0.0,3.19
Venezuela,VEN,1970,0.0,0.0,0.0,4104.0
Venezuela,VEN,1971,0.0,0.0,0.0,5.39
Venezuela,VEN,1972,0.0,0.0,0.0,6.02
Venezuela,VEN,1973,0.0,0.0,0.0,6225.0
Venezuela,VEN,1974,0.0,0.0,0.0,7707.0
Venezuela,VEN,1975,0.0,0.0,0.0,8931.0
Venezuela,VEN,1976,0.0,0.0,0.0,10578.0
Venezuela,VEN,1977,0.0,0.0,0.0,12163.0
Venezuela,VEN,1978,0.0,0.0,0.0,12232.0
Venezuela,VEN,1979,0.0,0.0,0.0,14.24
Venezuela,VEN,1980,0.0,0.0,0.0,14587.0
Venezuela,VEN,1981,0.0,0.0,0.0,15088.0
Venezuela,VEN,1982,0.0,0.0,0.0,15814.0
Venezuela,VEN,1983,0.0,0.0,0.0,18063.0
Venezuela,VEN,1984,0.0,0.0,0.0,20243.0
Venezuela,VEN,1985,0.0,0.0,0.0,22648.0
Venezuela,VEN,1986,0.0,0.0,0.0,25159.0
Venezuela,VEN,1987,0.0,0.0,0.0,30843.0
Venezuela,VEN,1988,0.0,0.0,0.0,34203.0
Venezuela,VEN,1989,0.0,0.0,0.0,34666.0
Venezuela,VEN,1990,0.0,0.0,0.0,36983.0
Venezuela,VEN,1991,0.0,0.0,0.0,44542.0
Venezuela,VEN,1992,0.0,0.0,0.0,47271.0
Venezuela,VEN,1993,0.0,0.0,0.0,47478.0
Venezuela,VEN,1994,0.0,0.0,0.0,51284.0
Venezuela,VEN,1995,0.0,0.0,0.0,51.45
Venezuela,VEN,1996,0.0,0.0,0.0,53847.0
Venezuela,VEN,1997,0.0,0.0,0.0,57268.0
Venezuela,VEN,1998,0.0,0.0,0.0,57923.0
Venezuela,VEN,1999,0.0,0.0,0.0,60.6
Venezuela,VEN,2000,0.0,0.0,0.0,62886.0
Venezuela,VEN,2001,0.0,0.0,0.0,60441.0
Venezuela,VEN,2002,0.0,0.0,0.0,59534.0
Venezuela,VEN,2003,0.0,0.0,0.0,60532.0
Venezuela,VEN,2004,0.0,0.0,0.0,70075.0
Venezuela,VEN,2005,0.0,0.0,0.0,7708849.0
Venezuela,VEN,2006,0.0,0.0,0.0,8141334.0
Venezuela,VEN,2007,0.0,0.0,0.0,8303442.0
Venezuela,VEN,2008,0.0,0.0,0.0,867129.0
Venezuela,VEN,2009,0.0,0.0,0.0,8583926.0
Venezuela,VEN,2010,0.0,0.00246,0.0,7665978.0
Venezuela,VEN,2011,0.0,0.00298,0.0,8315471.0
Venezuela,VEN,2012,0.0,0.00522,0.0,8173554.0
Venezuela,VEN,2013,0.0,0.00536,0.08827,8149598.0
Venezuela,VEN,2014,0.0,0.00466,0.10943,8036026.0
